qtl_key	locus	gene_symbol	gene_id	dataset_label	qtl_type	gwas_trait	p12	PP.H4	status	message	nsnps	PP.H0	PP.H1	PP.H2	PP.H3	idx1	idx2
block154__QTD000356__ENSG00000118197__ENSG00000118197	block154	DDX59	ENSG00000118197	GTEx_blood_eQTL	eQTL	deLange_IBD	1e-05	2.16898746866569e-07	ok		1959	4.35559039584531e-20	1.24230214528938e-05	3.50601933594856e-15	0.999987360079798	1	1
block154__QTD000356__ENSG00000118197__ENSG00000118197	block154	DDX59	ENSG00000118197	GTEx_blood_eQTL	eQTL	deLange_IBD	1e-06	2.16898789207137e-08	ok		1959	4.35559124609536e-20	1.24230238779783e-05	3.50602002035477e-15	0.99998755528624	1	1
block154__QTD000356__ENSG00000118197__ENSG00000118197	block154	DDX59	ENSG00000118197	GTEx_blood_eQTL	eQTL	FinnGen_IBD	1e-05	2.11980180559464e-07	ok		1959	2.12002344761169e-14	1.24230214927361e-05	1.70650647202292e-09	0.999987363291798	1	1
block154__QTD000356__ENSG00000118197__ENSG00000118197	block154	DDX59	ENSG00000118197	GTEx_blood_eQTL	eQTL	FinnGen_IBD	1e-05	0.013889369210376	ok		1959	3.01034360238471e-07	1.19496143634127e-05	0.0242316699198285	0.961866710221073	2	1
block154__QTD000356__ENSG00000118197__ENSG00000118197	block154	DDX59	ENSG00000118197	GTEx_blood_eQTL	eQTL	FinnGen_IBD	1e-06	2.11980221001509e-08	ok		1959	2.12002385207442e-14	1.24230238628274e-05	1.70650679759398e-09	0.999987554071586	1	1
block154__QTD000356__ENSG00000118197__ENSG00000118197	block154	DDX59	ENSG00000118197	GTEx_blood_eQTL	eQTL	FinnGen_IBD	1e-06	0.0014065190167704	ok		1959	3.04845055209861e-07	1.21008806020196e-05	0.0245384106607815	0.974042664596791	2	1
block154__QTD000356__ENSG00000170128__ENSG00000170128	block154	GPR25	ENSG00000170128	GTEx_blood_eQTL	eQTL	Howard_DEP			not_screened_by_abf_gate								
block154__QTD000356__ENSG00000170128__ENSG00000170128	block154	GPR25	ENSG00000170128	GTEx_blood_eQTL	eQTL	FinnGen_DEP			not_screened_by_abf_gate								
block154__QTD000356__ENSG00000170128__ENSG00000170128	block154	GPR25	ENSG00000170128	GTEx_blood_eQTL	eQTL	deLange_IBD	1e-05	0.989395004838075	ok		1959	4.14363906007501e-19	0.000118184935354488	4.02363060196049e-17	0.0104868102265711	1	1
block154__QTD000356__ENSG00000170128__ENSG00000170128	block154	GPR25	ENSG00000170128	GTEx_blood_eQTL	eQTL	deLange_IBD	1e-06	0.903190068114221	ok		1959	3.7826081864264e-18	0.00107887607367054	3.67305593790209e-16	0.0957310558121095	1	1
block154__QTD000356__ENSG00000170128__ENSG00000170128	block154	GPR25	ENSG00000170128	GTEx_blood_eQTL	eQTL	FinnGen_IBD	1e-05	0.970685278728757	ok		1959	5.26818534711791e-13	0.000308707811079599	5.11560767531711e-11	0.0290060134084787	1	1
block154__QTD000356__ENSG00000170128__ENSG00000170128	block154	GPR25	ENSG00000170128	GTEx_blood_eQTL	eQTL	FinnGen_IBD	1e-05	0.00319769526188694	ok		1959	0.000249678772065784	0.00991104483406163	0.0242447552351633	0.962396825896823	2	1
block154__QTD000356__ENSG00000170128__ENSG00000170128	block154	GPR25	ENSG00000170128	GTEx_blood_eQTL	eQTL	FinnGen_IBD	1e-06	0.76804899802969	ok		1959	4.16842056427153e-12	0.00244263233593222	4.04769438193798e-10	0.229508369225439	1	1
block154__QTD000356__ENSG00000170128__ENSG00000170128	block154	GPR25	ENSG00000170128	GTEx_blood_eQTL	eQTL	FinnGen_IBD	1e-06	0.000320692455258928	ok		1959	0.000250399402951742	0.00993965040977978	0.024314731225915	0.965174526506095	2	1
